Source,Target,Weight,Type
893,196,0.6853949610567232,undirected
893,1198,0.683923592154932,undirected
893,2013,0.683923592154932,undirected
893,1442,0.6841214873742503,undirected
806,1080,0.6897447467676687,undirected
1471,1676,0.6861933805534349,undirected
1471,434,0.6861933805534349,undirected
1471,1509,0.6861933805534349,undirected
1471,470,0.6861933805534349,undirected
1471,909,0.6861933805534349,undirected
365,146,0.6839932694683194,undirected
365,1309,0.6849865389366389,undirected
365,187,0.6839932694683194,undirected
365,1064,0.6839932694683194,undirected
365,1020,0.6839932694683194,undirected
365,233,0.6839932694683194,undirected
365,620,0.6839932694683194,undirected
365,113,0.6849865389366389,undirected
365,1336,0.6849865389366389,undirected
365,2260,0.6839932694683194,undirected
365,1753,0.6839932694683194,undirected
365,1758,0.6849865389366389,undirected
365,484,0.6839932694683194,undirected
365,1845,0.6839932694683194,undirected
365,1987,0.6839932694683194,undirected
365,1904,0.6839932694683194,undirected
365,1175,0.6839932694683194,undirected
365,557,0.6849865389366389,undirected
365,558,0.6839932694683194,undirected
365,55,0.684289617751993,undirected
365,2148,0.6839932694683194,undirected
365,1394,0.6839932694683194,undirected
365,831,0.6849865389366389,undirected
365,2106,0.6839932694683194,undirected
365,971,0.6839932694683194,undirected
365,396,0.6839932694683194,undirected
365,1532,0.6839932694683194,undirected
365,1337,0.6839932694683194,undirected
365,1925,0.6849865389366389,undirected
365,388,0.6859798084049582,undirected
365,1969,0.6859798084049582,undirected
365,2253,0.6839932694683194,undirected
365,533,0.6839932694683194,undirected
365,1654,0.6839932694683194,undirected
365,491,0.6839932694683194,undirected
365,630,0.6839932694683194,undirected
365,1423,0.6839932694683194,undirected
365,743,0.6839932694683194,undirected
365,537,0.6839932694683194,undirected
365,192,0.6839932694683194,undirected
365,57,0.6839932694683194,undirected
1676,1611,0.6892233580933143,undirected
1676,161,0.6893901016204855,undirected
1676,1509,0.6861933805534349,undirected
1676,2199,0.6861933805534349,undirected
1676,1229,0.6861933805534349,undirected
1676,537,0.6961439483529246,undirected
2154,1309,0.6839932694683194,undirected
2154,1462,0.683923592154932,undirected
2154,1092,0.6849895687320681,undirected
2154,917,0.683923592154932,undirected
2154,2030,0.683923592154932,undirected
2154,1333,0.683923592154932,undirected
2154,874,0.683923592154932,undirected
2154,2058,0.683923592154932,undirected
2154,624,0.683923592154932,undirected
2154,346,0.683923592154932,undirected
2154,177,0.683923592154932,undirected
2154,1945,0.683923592154932,undirected
2154,525,0.683923592154932,undirected
2154,1784,0.683923592154932,undirected
2154,113,0.6839932694683194,undirected
2154,182,0.6839932694683194,undirected
2154,300,0.6841214873742503,undirected
2154,143,0.6849306803240331,undirected
2154,2007,0.6842529517058152,undirected
2154,1894,0.6842529517058152,undirected
2154,205,0.6849895687320681,undirected
2154,1977,0.6849895687320681,undirected
2154,1300,0.6849895687320681,undirected
2154,384,0.6849895687320681,undirected
2154,339,0.683923592154932,undirected
2154,881,0.683923592154932,undirected
2154,459,0.683923592154932,undirected
2154,558,0.683923592154932,undirected
2154,1378,0.683923592154932,undirected
2154,1376,0.683923592154932,undirected
2154,1200,0.683923592154932,undirected
2154,560,0.6839932694683194,undirected
2154,500,0.6839932694683194,undirected
2154,21,0.6839932694683194,undirected
2154,1789,0.6839932694683194,undirected
2154,2046,0.6839932694683194,undirected
2154,1044,0.6841214873742503,undirected
2154,8,0.6841214873742503,undirected
2154,1088,0.6905518290772777,undirected
2154,914,0.6849895687320681,undirected
90,187,0.6839932694683194,undirected
90,1753,0.6849865389366389,undirected
90,1758,0.6839932694683194,undirected
90,2239,0.6839932694683194,undirected
90,557,0.6839932694683194,undirected
90,921,0.6839932694683194,undirected
90,195,0.683923592154932,undirected
90,304,0.683923592154932,undirected
90,1039,0.6839932694683194,undirected
90,1909,0.684289617751993,undirected
90,147,0.6839932694683194,undirected
90,2218,0.6849865389366389,undirected
90,37,0.6839932694683194,undirected
90,163,0.6839932694683194,undirected
90,1948,0.6839932694683194,undirected
90,2204,0.6839932694683194,undirected
90,108,0.6839932694683194,undirected
90,450,0.6839932694683194,undirected
90,1353,0.6839932694683194,undirected
90,30,0.6839932694683194,undirected
90,543,0.6839932694683194,undirected
90,388,0.6839932694683194,undirected
90,524,0.6849895687320681,undirected
90,1382,0.6841214873742503,undirected
1080,336,0.683923592154932,undirected
1080,560,0.683923592154932,undirected
1080,1928,0.683923592154932,undirected
1080,484,0.683923592154932,undirected
1080,201,0.683923592154932,undirected
754,146,0.7779509681812142,undirected
754,1913,0.6993860775783676,undirected
754,881,0.683923592154932,undirected
754,425,0.7779509681812142,undirected
754,1836,0.6842529517058152,undirected
754,910,0.6975788213569933,undirected
754,324,0.6842529517058152,undirected
754,1887,0.6842529517058152,undirected
754,1898,0.6842529517058152,undirected
754,902,0.6842529517058152,undirected
754,105,0.683923592154932,undirected
754,362,0.6842529517058152,undirected
146,425,0.8729019363624284,undirected
146,958,0.683923592154932,undirected
146,888,0.683923592154932,undirected
146,1526,0.683923592154932,undirected
146,2071,0.683923592154932,undirected
146,1657,0.683923592154932,undirected
146,1266,0.683923592154932,undirected
146,1079,0.683923592154932,undirected
146,965,0.683923592154932,undirected
146,1220,0.683923592154932,undirected
1913,517,0.6842529517058152,undirected
1913,320,0.683923592154932,undirected
1913,603,0.683923592154932,undirected
1913,375,0.683923592154932,undirected
1913,191,0.6839932694683194,undirected
1913,1196,0.683923592154932,undirected
1913,369,0.683923592154932,undirected
1913,441,0.683923592154932,undirected
1913,319,0.683923592154932,undirected
1913,791,0.684847184309864,undirected
1913,1526,0.683923592154932,undirected
1913,1168,0.683923592154932,undirected
1913,1715,0.683923592154932,undirected
1913,818,0.6842529517058152,undirected
1913,2077,0.6842529517058152,undirected
1913,1527,0.683923592154932,undirected
1913,1448,0.683923592154932,undirected
1913,338,0.683923592154932,undirected
1913,1617,0.683923592154932,undirected
1913,618,0.683923592154932,undirected
1913,473,0.683923592154932,undirected
1913,362,0.6842529517058152,undirected
1913,76,0.683923592154932,undirected
1913,459,0.683923592154932,undirected
881,467,0.683923592154932,undirected
881,560,0.684847184309864,undirected
881,985,0.683923592154932,undirected
881,1854,0.683923592154932,undirected
881,2037,0.683923592154932,undirected
881,802,0.683923592154932,undirected
881,710,0.683923592154932,undirected
881,1948,0.6839932694683194,undirected
881,1987,0.6839932694683194,undirected
881,1390,0.6839932694683194,undirected
881,388,0.6839932694683194,undirected
881,2212,0.683923592154932,undirected
881,712,0.7410055598252729,undirected
881,757,0.683923592154932,undirected
881,1040,0.6839932694683194,undirected
881,518,0.683923592154932,undirected
881,974,0.683923592154932,undirected
881,2234,0.683923592154932,undirected
881,1694,0.683923592154932,undirected
881,1952,0.683923592154932,undirected
881,1200,0.683923592154932,undirected
881,398,0.683923592154932,undirected
881,791,0.683923592154932,undirected
881,1217,0.683923592154932,undirected
881,1467,0.6849865389366389,undirected
881,573,0.6839932694683194,undirected
881,1713,0.6839932694683194,undirected
881,722,0.6839932694683194,undirected
881,1022,0.6839932694683194,undirected
881,1221,0.6839932694683194,undirected
425,9,0.683923592154932,undirected
425,1076,0.683923592154932,undirected
425,857,0.683923592154932,undirected
425,1075,0.683923592154932,undirected
425,274,0.683923592154932,undirected
425,413,0.683923592154932,undirected
425,230,0.683923592154932,undirected
1836,1092,0.6912169257449254,undirected
1836,917,0.683923592154932,undirected
1836,624,0.6912169257449254,undirected
1836,1784,0.683923592154932,undirected
1836,409,0.683923592154932,undirected
1836,187,0.683923592154932,undirected
1836,12,0.6842529517058152,undirected
1836,2071,0.6842529517058152,undirected
1836,750,0.683923592154932,undirected
1836,1031,0.6839932694683194,undirected
1836,324,0.6842529517058152,undirected
1836,1527,0.6842529517058152,undirected
1836,888,0.6849895687320681,undirected
1836,947,0.6849895687320681,undirected
1836,949,0.683923592154932,undirected
1836,416,0.683923592154932,undirected
1836,1604,0.683923592154932,undirected
1836,791,0.683923592154932,undirected
1836,2148,0.6839932694683194,undirected
1836,2209,0.6849895687320681,undirected
1836,1392,0.6849895687320681,undirected
1836,1753,0.6849895687320681,undirected
1836,1045,0.6842529517058152,undirected
1836,2068,0.6842529517058152,undirected
1836,1894,0.6842529517058152,undirected
1836,417,0.6842529517058152,undirected
1836,1593,0.6842529517058152,undirected
1836,1887,0.6842529517058152,undirected
1836,1898,0.6842529517058152,undirected
1836,902,0.6842529517058152,undirected
1836,1694,0.6849306803240331,undirected
1836,607,0.813,undirected
1836,1365,0.6839932694683194,undirected
1836,383,0.683923592154932,undirected
1836,876,0.683923592154932,undirected
1836,1480,0.683923592154932,undirected
1836,801,0.683923592154932,undirected
1836,1004,0.683923592154932,undirected
1836,1966,0.6849895687320681,undirected
910,1333,0.683923592154932,undirected
910,413,0.683923592154932,undirected
910,1240,0.683923592154932,undirected
910,375,0.683923592154932,undirected
910,2121,0.683923592154932,undirected
910,205,0.6975788213569933,undirected
910,571,0.6975788213569933,undirected
324,336,0.6842529517058152,undirected
324,12,0.6842529517058152,undirected
324,2071,0.6842529517058152,undirected
324,1677,0.6875761058247831,undirected
324,13,0.6875761058247831,undirected
324,1288,0.6842529517058152,undirected
324,2232,0.6842529517058152,undirected
324,1600,0.6842529517058152,undirected
324,883,0.6842529517058152,undirected
324,488,0.6842529517058152,undirected
324,1987,0.6842529517058152,undirected
324,1045,0.6842529517058152,undirected
324,2068,0.6842529517058152,undirected
324,1894,0.6842529517058152,undirected
324,417,0.6842529517058152,undirected
324,1539,0.6842529517058152,undirected
324,1527,0.6842529517058152,undirected
324,1887,0.6842529517058152,undirected
324,1898,0.6842529517058152,undirected
324,902,0.6842529517058152,undirected
324,1459,0.6842529517058152,undirected
1887,336,0.6842529517058152,undirected
1887,12,0.6842529517058152,undirected
1887,2071,0.6842529517058152,undirected
1887,1527,0.6842529517058152,undirected
1887,888,0.683923592154932,undirected
1887,1539,0.6842529517058152,undirected
1887,1987,0.6842529517058152,undirected
1887,1898,0.6842529517058152,undirected
1887,1600,0.6842529517058152,undirected
1887,2068,0.6842529517058152,undirected
1887,201,0.683923592154932,undirected
1887,1079,0.683923592154932,undirected
1887,1894,0.6842529517058152,undirected
1887,883,0.6842529517058152,undirected
1887,488,0.6842529517058152,undirected
1887,1045,0.6842529517058152,undirected
1887,417,0.6842529517058152,undirected
1887,902,0.6842529517058152,undirected
1887,1459,0.6842529517058152,undirected
1898,336,0.6842529517058152,undirected
1898,12,0.6842529517058152,undirected
1898,2071,0.6842529517058152,undirected
1898,1527,0.6842529517058152,undirected
1898,1539,0.6842529517058152,undirected
1898,1987,0.6842529517058152,undirected
1898,1785,0.6891788971663089,undirected
1898,205,0.6842529517058152,undirected
1898,1600,0.6842529517058152,undirected
1898,883,0.6842529517058152,undirected
1898,488,0.6842529517058152,undirected
1898,1045,0.6842529517058152,undirected
1898,2068,0.6842529517058152,undirected
1898,1894,0.6842529517058152,undirected
1898,417,0.6842529517058152,undirected
1898,902,0.6842529517058152,undirected
1898,1694,0.6849306803240331,undirected
1898,1186,0.6849306803240331,undirected
1898,1459,0.6842529517058152,undirected
902,336,0.6842529517058152,undirected
902,12,0.6842529517058152,undirected
902,2071,0.6842529517058152,undirected
902,1527,0.6842529517058152,undirected
902,1539,0.6842529517058152,undirected
902,1538,0.6842529517058152,undirected
902,1987,0.6842529517058152,undirected
902,147,0.6842529517058152,undirected
902,1600,0.6842529517058152,undirected
902,2068,0.6842529517058152,undirected
902,205,0.6842529517058152,undirected
902,1032,0.6842529517058152,undirected
902,1894,0.6842529517058152,undirected
902,883,0.6842529517058152,undirected
902,1045,0.6842529517058152,undirected
902,417,0.6842529517058152,undirected
902,1424,0.6842529517058152,undirected
902,2232,0.6842529517058152,undirected
902,488,0.6842529517058152,undirected
902,1459,0.6842529517058152,undirected
902,474,0.6842529517058152,undirected
105,1092,0.6849895687320681,undirected
105,1962,0.6839932694683194,undirected
105,563,0.6849895687320681,undirected
105,484,0.6839932694683194,undirected
105,2257,0.683923592154932,undirected
105,29,0.6849895687320681,undirected
105,242,0.6849895687320681,undirected
105,117,0.6849895687320681,undirected
105,1718,0.684289617751993,undirected
105,704,0.683923592154932,undirected
105,707,0.683923592154932,undirected
105,1361,0.6839932694683194,undirected
105,1925,0.6839932694683194,undirected
105,10,0.6849895687320681,undirected
105,16,0.6839932694683194,undirected
362,1020,0.6842529517058152,undirected
362,620,0.6849895687320681,undirected
362,844,0.6842529517058152,undirected
362,1240,0.6842529517058152,undirected
362,2257,0.6849895687320681,undirected
362,973,0.6842529517058152,undirected
362,164,0.6842529517058152,undirected
362,38,0.6839932694683194,undirected
362,1992,0.6842529517058152,undirected
362,1168,0.6842529517058152,undirected
362,1287,0.6842529517058152,undirected
362,2199,0.6842529517058152,undirected
362,1272,0.6849895687320681,undirected
362,2013,0.6842529517058152,undirected
958,336,0.683923592154932,undirected
958,40,0.6839932694683194,undirected
958,1730,0.683923592154932,undirected
958,1557,0.683923592154932,undirected
958,620,0.6839932694683194,undirected
958,1336,0.6839932694683194,undirected
958,1161,0.7426052628083035,undirected
958,1715,0.683923592154932,undirected
958,1390,0.6839932694683194,undirected
958,1416,0.683923592154932,undirected
958,618,0.683923592154932,undirected
958,461,0.6839932694683194,undirected
958,1616,0.683923592154932,undirected
958,143,0.683923592154932,undirected
958,297,0.684289617751993,undirected
958,311,0.6839932694683194,undirected
958,1337,0.6839932694683194,undirected
888,1309,0.683923592154932,undirected
888,135,0.6849895687320681,undirected
888,2176,0.6853949610567232,undirected
888,459,0.683923592154932,undirected
888,698,0.6842529517058152,undirected
888,233,0.6842529517058152,undirected
888,1854,0.6842529517058152,undirected
888,1822,0.6842529517058152,undirected
888,1758,0.6839932694683194,undirected
888,192,0.6849895687320681,undirected
888,469,0.6849895687320681,undirected
888,862,0.6853949610567232,undirected
888,255,0.683923592154932,undirected
888,514,0.683923592154932,undirected
888,2257,0.683923592154932,undirected
888,1848,0.683923592154932,undirected
888,2246,0.683923592154932,undirected
888,7,0.683923592154932,undirected
888,1315,0.683923592154932,undirected
888,1867,0.6849895687320681,undirected
888,159,0.6849895687320681,undirected
888,2007,0.683923592154932,undirected
888,1669,0.6842529517058152,undirected
888,1139,0.6842529517058152,undirected
888,1755,0.6842529517058152,undirected
888,1272,0.6849895687320681,undirected
888,1827,0.6849895687320681,undirected
888,460,0.6849895687320681,undirected
888,1948,0.6869791374641361,undirected
888,354,0.6849895687320681,undirected
888,1200,0.6861933805534349,undirected
888,1163,0.6849895687320681,undirected
888,762,0.6849895687320681,undirected
888,285,0.6849895687320681,undirected
888,1997,0.6839932694683194,undirected
888,926,0.683923592154932,undirected
888,1193,0.6849895687320681,undirected
1526,68,0.683923592154932,undirected
1526,1715,0.683923592154932,undirected
1526,1672,0.683923592154932,undirected
1526,973,0.683923592154932,undirected
1526,1909,0.684289617751993,undirected
1526,1342,0.683923592154932,undirected
2071,2058,0.683923592154932,undirected
2071,1517,0.683923592154932,undirected
2071,336,0.683923592154932,undirected
2071,320,0.683923592154932,undirected
2071,560,0.6839932694683194,undirected
2071,12,0.683923592154932,undirected
2071,951,0.6839932694683194,undirected
2071,1541,0.6839932694683194,undirected
2071,1509,0.683923592154932,undirected
2071,361,0.683923592154932,undirected
2071,441,0.683923592154932,undirected
2071,319,0.683923592154932,undirected
2071,877,0.683923592154932,undirected
2071,620,0.6839932694683194,undirected
2071,326,0.683923592154932,undirected
2071,1234,0.683923592154932,undirected
2071,1681,0.683923592154932,undirected
2071,1680,0.683923592154932,undirected
2071,2078,0.683923592154932,undirected
2071,2224,0.683923592154932,undirected
2071,983,0.683923592154932,undirected
2071,1755,0.683923592154932,undirected
2071,1657,0.683923592154932,undirected
2071,1245,0.683923592154932,undirected
2071,618,0.6839932694683194,undirected
2071,2258,0.683923592154932,undirected
2071,604,0.683923592154932,undirected
1657,991,0.6842529517058152,undirected
1657,467,0.6849306803240331,undirected
1657,1517,0.683923592154932,undirected
1657,336,0.683923592154932,undirected
1657,320,0.684847184309864,undirected
1657,1680,0.683923592154932,undirected
1657,326,0.683923592154932,undirected
1657,1527,0.6842529517058152,undirected
1657,2101,0.683923592154932,undirected
1657,408,0.6842529517058152,undirected
1657,1681,0.683923592154932,undirected
1657,2078,0.683923592154932,undirected
1657,416,0.683923592154932,undirected
1657,1234,0.683923592154932,undirected
1657,1755,0.683923592154932,undirected
1657,475,0.6839932694683194,undirected
1657,1,0.6842529517058152,undirected
1657,983,0.683923592154932,undirected
1657,1221,0.6842529517058152,undirected
1657,2224,0.683923592154932,undirected
1657,258,0.6842529517058152,undirected
1657,1610,0.6842529517058152,undirected
1657,1613,0.6866003657932465,undirected
1657,1266,0.683923592154932,undirected
1657,2106,0.6892233580933143,undirected
1657,1193,0.683923592154932,undirected
1657,1217,0.683923592154932,undirected
1266,320,0.683923592154932,undirected
1266,637,0.683923592154932,undirected
1266,1247,0.683923592154932,undirected
1266,2260,0.683923592154932,undirected
1266,2142,0.683923592154932,undirected
1266,1949,0.6842529517058152,undirected
1266,251,0.6842529517058152,undirected
1266,1195,0.683923592154932,undirected
1266,2121,0.683923592154932,undirected
1266,1316,0.683923592154932,undirected
1266,554,0.683923592154932,undirected
1266,173,0.683923592154932,undirected
1079,467,0.683923592154932,undirected
1079,1998,0.683923592154932,undirected
1079,1240,0.683923592154932,undirected
1079,43,0.683923592154932,undirected
1079,1509,0.6842529517058152,undirected
1079,235,0.683923592154932,undirected
1079,1894,0.683923592154932,undirected
1079,1190,0.683923592154932,undirected
1079,792,0.683923592154932,undirected
1079,762,0.683923592154932,undirected
1079,45,0.6999479888149038,undirected
1079,1181,0.683923592154932,undirected
1079,1345,0.683923592154932,undirected
1079,1112,0.683923592154932,undirected
1079,1479,0.683923592154932,undirected
965,118,0.683923592154932,undirected
965,467,0.6842529517058152,undirected
965,1220,0.683923592154932,undirected
965,1243,0.6839932694683194,undirected
965,2189,0.683923592154932,undirected
965,12,0.683923592154932,undirected
965,233,0.683923592154932,undirected
965,1643,0.6842529517058152,undirected
965,951,0.683923592154932,undirected
965,563,0.6839932694683194,undirected
965,1245,0.683923592154932,undirected
965,1822,0.6842529517058152,undirected
965,471,0.6839932694683194,undirected
965,2212,0.683923592154932,undirected
965,361,0.683923592154932,undirected
965,2101,0.683923592154932,undirected
965,1715,0.683923592154932,undirected
965,623,0.683923592154932,undirected
965,1789,0.683923592154932,undirected
965,1564,0.683923592154932,undirected
965,369,0.6839932694683194,undirected
965,1279,0.683923592154932,undirected
965,1274,0.683923592154932,undirected
965,473,0.683923592154932,undirected
965,1821,0.683923592154932,undirected
965,773,0.683923592154932,undirected
965,1451,0.6839932694683194,undirected
965,810,0.6839932694683194,undirected
965,850,0.6842529517058152,undirected
965,2281,0.684289617751993,undirected
965,460,0.683923592154932,undirected
965,1221,0.6839932694683194,undirected
965,537,0.6839932694683194,undirected
